onset	duration	trial_type	response_time	trial_number	response_error
16	4	washout	n/a	1	n/a
20	4	washout	0.759553	2	-3.86346364597233
24	4	washout	0.745476	3	-1.13443104795194
28	4	washout	0.636392	4	-18.3030709713323
32	4	washout	0.617627	5	-48.1960050421626
36	4	washout	0.661605	6	-45.3796992368133
40	4	washout	0.667684	7	-14.2288442015787
44	4	washout	0.689861	8	-16.1352066926531
48	4	washout	0.609836	9	-15.9493203927155
52	4	washout	0.675879	10	-79.9971740609706
56	4	washout	0.653876	11	-45.4063557701751
60	4	washout	0.728047	12	-44.5606189576287
64	4	washout	1.126011	13	8.39145157997609
68	4	washout	0.750075	14	-14.9807214311953
72	4	washout	0.842092	15	-6.66321663415768
76	4	washout	0.580242	16	-37.0275842953493
80	4	washout	0.754414	17	-36.0616787697825
84	4	washout	0.710494	18	21.5618791390851
88	4	washout	0.824866	19	-29.9107879436077
92	4	washout	0.63443	20	-19.7211757616611
96	4	washout	0.918681	21	23.4448025156976
100	4	washout	1.402842	22	-14.4861207195018
104	4	washout	0.872726	23	-3.68966250228669
108	4	washout	1.314611	24	3.86678634363357
112	4	washout	0.972775	25	7.77009776516108
116	4	washout	0.722793	26	1.60214889667528
120	4	washout	1.470925	27	-22.4566281407299
124	4	washout	0.918904	28	7.68716948678861
128	4	washout	0.778948	29	-5.4522346436235
132	4	washout	0.847056	30	10.4035362643912
136	4	washout	0.922997	31	45.3155729977257
140	4	washout	0.995403	32	20.7646124861035
144	4	washout	0.545996	33	-36.322139625839
148	4	washout	0.64729	34	9.15765724404877
152	4	washout	1.207323	35	-7.88729422235703
156	4	washout	0.783216	36	-18.0455489525837
160	4	washout	0.919413	37	-66.9922440934565
164	4	washout	1.183404	38	-51.4585885514451
168	4	washout	1.039483	39	3.38145391348377
172	4	washout	2.049509	40	-57.2182585930258
176	4	washout	0.94398	41	-74.4458973739473
180	4	washout	0.74164	42	-75.6679344355704
184	4	washout	0.817786	43	1.59908347413594
188	4	washout	0.709691	44	-23.6093195833533
192	4	washout	0.605786	45	2.43311735723706
196	4	washout	0.745787	46	-71.7922902783028
200	4	washout	0.895733	47	128.65980825409
204	4	washout	0.688049	48	-47.9433534323939
208	4	washout	0.648631	49	-13.6653475014522
212	4	washout	1.57402	50	0.572885789586285
216	4	washout	0.902048	51	6.1109927779191
220	4	washout	0.694324	52	-13.5894872914104
224	4	washout	0.947944	53	1.64525935322167
228	4	washout	0.88432	54	15.7081856718138
232	4	washout	1.070475	55	-11.6125786341428
236	4	washout	0.902941	56	-4.4922309603238
240	4	washout	0.846606	57	-14.3840730759952
244	4	washout	0.786783	58	12.183278056767
248	4	washout	0.734784	59	-16.5024059930404
252	4	washout	0.830665	60	-21.5375553246443
256	4	washout	0.903159	61	-60.8188886791911
260	4	washout	0.800735	62	-1.64412595954037
264	4	washout	0.782875	63	-21.51058657945
268	4	washout	0.715077	64	2.09096459901189
272	4	washout	0.726866	65	-21.8478011205955
276	4	washout	0.635026	66	-41.8148584015276
280	4	washout	0.807021	67	-9.86281728456289
284	4	washout	0.863226	68	-53.2148133001807
288	4	washout	1.081107	69	-1.44551971728681
292	4	washout	0.835228	70	-31.9326655647361
296	4	washout	0.771285	71	2.05276726671363
300	4	washout	1.13527	72	-29.1939141717829
304	4	washout	0.823699	73	4.57733001059913
308	4	washout	0.701456	74	-37.8336932974859
312	4	washout	0.613324	75	-56.0828387144189
316	4	washout	0.581581	76	-18.1178051451925
320	4	washout	0.597467	77	-66.3829227867473
324	4	washout	0.665596	78	-63.124023794044
328	4	washout	0.5436	79	-9.81732184467184
332	4	washout	0.597732	80	0.991337301256858
336	4	washout	0.558739	81	-10.7620865429674
340	4	washout	0.839885	82	6.6669170977893
344	4	washout	0.673965	83	-19.582806559192
348	4	washout	0.92234	84	-13.4992830909147
352	4	washout	0.944066	85	-25.0518904150114
356	4	washout	1.194096	86	13.5716354258705
360	4	washout	0.548091	87	12.6029557962273
364	4	washout	0.690185	88	-132.185427651079
368	4	washout	0.788287	89	16.3647271961202
372	4	washout	0.558233	90	-52.1479487578598
376	4	washout	0.666317	91	-10.8523858374737
380	4	washout	0.672377	92	-48.9380314911987
384	4	washout	0.776493	93	12.0597396374341
388	4	washout	0.86254	94	3.46194678551022
392	4	washout	0.579158	95	-26.4940864119801
396	4	washout	1.206679	96	-7.66541374081821
400	4	washout	0.713209	97	-19.2699068463899
404	4	washout	0.692818	98	10.8099863911051
408	4	washout	0.781107	99	-23.1089510563884
412	4	washout	0.673146	100	-19.0040173532081
416	4	washout	0.776859	101	-46.9927438864489
420	4	washout	0.745063	102	-95.4696281544254
424	4	washout	0.661008	103	-25.3038012299973
428	4	washout	0.523448	104	-41.2871488917162
432	4	washout	0.71915	105	-24.4589245258621
436	4	washout	0.722954	106	-16.1716383926364
440	4	washout	0.609282	107	6.7317463265201
444	4	washout	0.617133	108	24.483947139749
448	4	washout	0.911268	109	-12.3906480513176
452	4	washout	0.503333	110	-9.58005911747672
456	4	washout	0.731222	111	-19.3742111630831
460	4	washout	0.57551	112	-14.8789689568813
464	4	washout	0.949318	113	-34.505069912034
468	4	washout	0.7152	114	-28.6151221897623
472	4	washout	0.831605	115	11.343640333827
476	4	washout	0.941748	116	-3.90712963451576
480	4	washout	0.515811	117	17.9674937052464
484	4	washout	0.788016	118	-2.13726436642681
488	4	washout	0.721916	119	-13.265104202956
492	4	washout	0.709865	120	14.1879735738231
