onset	duration	trial_type	response_time	trial_number	response_error
16	4	washout	2.36882	1	-13.7315484355035
20	4	washout	1.006881	2	-35.9935683435708
24	4	washout	1.000874	3	-20.4496658846352
28	4	washout	0.78288	4	-24.8246587450901
32	4	washout	0.766973	5	-20.1257903610183
36	4	washout	0.916988	6	-15.2831792830114
40	4	washout	0.781166	7	-35.3732402656803
44	4	washout	0.859103	8	-35.0995517706967
48	4	washout	1.163293	9	-53.2507256053793
52	4	washout	0.939238	10	-12.6923272561617
56	4	washout	0.957412	11	5.21262449148094
60	4	washout	0.823406	12	-20.725588638256
64	4	washout	1.029359	13	-8.97559196875542
68	4	washout	1.067521	14	-31.8951036375259
72	4	washout	0.827507	15	-18.3416329868877
76	4	washout	1.057598	16	-14.3757696887427
80	4	washout	0.943782	17	-25.3130509027994
84	4	washout	0.915764	18	-23.3866435695837
88	4	washout	1.521793	19	-18.1123845055732
92	4	washout	1.278357	20	-6.80707514174706
96	4	washout	1.154125	21	-14.0834933773838
100	4	washout	1.083866	22	4.30029554379079
104	4	washout	0.001797	23	-10.9519435659144
108	4	washout	1.091985	24	-27.224584942894
112	4	washout	1.040087	25	-14.2562782991944
116	4	washout	0.892094	26	-28.4478328450738
120	4	washout	0.934283	27	6.92718962977043
124	4	washout	0.942228	28	-23.7607587958281
128	4	washout	1.260433	29	-30.3451474324939
132	4	washout	1.430541	30	-16.9631396396544
136	4	washout	1.752515	31	2.49766933285
140	4	washout	1.324524	32	-8.20626634387861
144	4	washout	1.140056	33	-21.0619335714808
148	4	washout	1.196632	34	-5.49954414612679
152	4	washout	1.050613	35	-4.22625183733863
156	4	washout	1.149869	36	-23.1455324517545
160	4	washout	0.764789	37	-30.7692380562995
164	4	washout	1.240855	38	-10.7896947476468
168	4	washout	1.174921	39	-16.2342428187946
172	4	washout	0.924887	40	1.74500473779997
176	4	washout	1.744864	41	8.92161466370145
180	4	washout	1.171162	42	-10.110942730185
184	4	washout	1.718913	43	-12.5167865185847
188	4	washout	1.371037	44	-12.9968386020627
192	4	washout	1.115044	45	-21.0118138445095
196	4	washout	1.065015	46	-24.3765205992582
200	4	washout	1.333356	47	-4.28634854937512
204	4	washout	1.28741	48	-14.3484589446232
208	4	washout	1.391484	49	-18.3266179299876
212	4	washout	0.943789	50	13.1833318742777
216	4	washout	0.921819	51	4.3329838162857
220	4	washout	1.289693	52	-12.8393896311249
224	4	washout	1.293611	53	-50.8687888677208
228	4	washout	1.576432	54	-4.30748942670918
232	4	washout	1.123747	55	8.35750399998779
236	4	washout	1.120728	56	-8.61311791374224
240	4	washout	1.266592	57	5.60099522585261
244	4	washout	0.896003	58	-2.82527404556591
248	4	washout	1.281975	59	-9.31935382282732
252	4	washout	1.290505	60	-14.7135128630408
256	4	washout	1.066066	61	21.2697488660161
260	4	washout	1.200118	62	8.82370808248611
264	4	washout	1.258233	63	4.62990707764953
268	4	washout	1.114113	64	6.76718896654788
272	4	washout	1.176351	65	-27.8556147308869
276	4	washout	1.15002	66	5.27589131884576
280	4	washout	1.012574	67	18.2703969556191
284	4	washout	1.152715	68	-15.6975150283836
288	4	washout	1.122631	69	-13.8974375685486
292	4	washout	0.83866	70	-11.5448521277305
296	4	washout	1.126548	71	-33.3549058298937
300	4	washout	1.146377	72	-8.97955987642864
304	4	washout	1.542854	73	5.96169010925327
308	4	washout	1.318941	74	-9.10636394313887
312	4	washout	1.350462	75	13.6317242095995
316	4	washout	1.565106	76	7.70989386224842
320	4	washout	1.179001	77	-28.4705637903864
324	4	washout	1.317104	78	6.32030582189087
328	4	washout	1.339158	79	-4.02827183712526
332	4	washout	1.348567	80	-10.3929945955258
336	4	washout	1.151829	81	-20.7666208627368
340	4	washout	1.580453	82	-25.360452406178
344	4	washout	1.369555	83	-4.52995327567498
348	4	washout	1.65935	84	10.2868838679826
352	4	washout	1.574726	85	-0.199590060466869
356	4	washout	1.435105	86	-2.87809384717193
360	4	washout	0.999727	87	-6.86204254809236
364	4	washout	1.122236	88	-13.3198204131289
368	4	washout	0.971631	89	3.71499618935313
372	4	washout	1.432862	90	-0.292709727587436
376	4	washout	1.456518	91	-24.1974336940777
380	4	washout	1.612532	92	1.49752729989773
384	4	washout	1.627894	93	13.4170780228418
388	4	washout	1.133325	94	-141.34019174591
392	4	washout	1.112811	95	-8.17358580610843
396	4	washout	1.568647	96	-5.98472859675444
400	4	washout	1.032388	97	15.7079706264097
404	4	washout	1.122029	98	-10.3997620289452
408	4	washout	1.115514	99	9.57471901577319
412	4	washout	1.260184	100	-11.8055164997595
416	4	washout	1.397345	101	-8.24545863827432
420	4	washout	1.432895	102	-11.4944150045123
424	4	washout	1.459234	103	5.99772290229907
428	4	washout	0.974397	104	4.04701608013838
432	4	washout	0.948527	105	-4.43372060848475
436	4	washout	0.954615	106	-18.5494934951977
440	4	washout	1.090846	107	2.88566229688419
444	4	washout	1.092849	108	1.88282842468626
448	4	washout	1.178753	109	-6.59320477805702
452	4	washout	1.170884	110	-9.5358860640831
456	4	washout	1.110435	111	-4.59148571948729
460	4	washout	1.116649	112	-26.9075868343966
464	4	washout	1.127042	113	12.5279149197381
468	4	washout	1.513259	114	0.357195653910802
472	4	washout	1.20115	115	-14.7551000005473
476	4	washout	1.033185	116	8.3678058822686
480	4	washout	0.994675	117	-5.97220859734829
484	4	washout	1.114309	118	0.62817772738818
488	4	washout	1.250218	119	-6.66645984264802
492	4	washout	1.201663	120	4.12297714144623
